_RAJ2000	_DEJ2000	UCAC4	RAJ2000	DEJ2000	ePos	f.mag	of	db	pmRA	pmDE	Jmag	Kmag	Bmag	Vmag	rmag	imag	H	A	b	h	Z	B	L	N	S
092.260769500	+24.345755000	572-024772	092.2607695	+24.3457550	45	13.392	0	1	-0.6	-3.3	12.278	11.946	14.286	13.591	13.452	13.456	0	0	0	0	2	0	0	2	0
092.262151200	+24.364838900	572-024778	092.2621512	+24.3648389	44	11.715	0	0	-1.2	-6.2	11.122	11.040	11.979	11.688	11.707	12.285	0	1	0	1	1	0	0	1	0
092.263849200	+24.387570600	572-024783	092.2638492	+24.3875706	186	16.051	0	0	11.7	-3.3	14.674	13.855					0	0	0	0	0	0	0	1	0
092.264590900	+24.359738400	572-024784	092.2645909	+24.3597384	108	12.261	0	0	-2.5	-6.6	11.597	11.497	12.632	12.333	12.209		3	0	0	1	1	0	0	0	0
092.266832700	+24.396752500	572-024786	092.2668327	+24.3967525	22	13.119	0	0	-0.8	-0.8	12.001	11.635	13.955	13.275	13.093	13.428	0	0	0	0	1	0	0	1	0
092.268596500	+24.365186700	572-024791	092.2685965	+24.3651867	27	12.953	0	0	1.7	-11.3	11.748	11.311	14.144	13.164	12.866		0	0	0	0	1	0	0	0	0
092.272030000	+24.387617300	572-024796	092.2720300	+24.3876173	19	12.270	0	0	2.9	-3.8	11.497	11.379	12.645	12.247	12.228	12.801	0	1	0	1	1	0	0	1	0
092.273418600	+24.375590600	572-024801	092.2734186	+24.3755906	106	15.555	5	0			14.008	13.501	16.820	15.726			0	0	0	0	0	0	0	0	0
092.015638300	+24.417013400	573-024788	092.0156383	+24.4170134	81	13.939	0	0	-10.0	-2.3	11.991	11.263	15.572	14.348	13.895	13.975	0	0	0	0	1	0	0	1	0
092.016943600	+24.433123400	573-024790	092.0169436	+24.4331234	114	14.776	5	0			12.770	11.985					0	0	0	0	0	0	0	0	0
092.017225000	+24.425478400	573-024791	092.0172250	+24.4254784	26	13.318	0	0	-1.5	-5.0	12.401	12.122					0	0	0	0	1	0	0	1	0
092.019509800	+24.434868100	573-024795	092.0195098	+24.4348681	34	11.610	0	0	2.2	-10.3	8.701	7.575					0	0	0	0	1	0	0	1	0
092.020010300	+24.427447000	573-024796	092.0200103	+24.4274470	36	11.622	0	0	0.0	-5.4	11.185	11.145	11.724	11.540	11.604	12.230	3	7	0	7	1	0	0	1	0
092.023939800	+24.435377300	573-024801	092.0239398	+24.4353773	34	11.547	0	0	-1.9	-9.1	10.847	10.640	12.214	11.593			3	7	0	7	1	0	0	0	0
092.027506500	+24.418888700	573-024805	092.0275065	+24.4188887	145	15.920	0	0	1.3	-2.9	14.758	14.320	17.214	16.357			0	0	0	0	0	0	0	1	0
092.031879500	+24.453822000	573-024810	092.0318795	+24.4538220	198	15.928	0	0	24.2	14.9	14.423	13.803					0	0	0	0	0	0	0	1	0
092.035171800	+24.462197000	573-024813	092.0351718	+24.4621970	91	14.778	0	0	-1.3	-1.2	12.954	12.254	16.449	15.282	14.892	14.456	0	0	0	0	0	0	0	1	0
092.040226200	+24.434068400	573-024819	092.0402262	+24.4340684	48	13.187	0	0	-1.0	-5.1	12.267	12.053	13.864	13.327	13.196	13.634	0	1	0	0	1	0	0	1	0
092.041336200	+24.428085900	573-024821	092.0413362	+24.4280859	77	13.972	0	0	1.4	-6.5	12.839	12.370	14.845	14.139	13.930	14.292	0	0	0	0	1	0	0	1	0
092.041378000	+24.420210900	573-024822	092.0413780	+24.4202109	88	15.202	0	0	10.8	-6.3	13.886	13.425	16.483	15.661	15.327		0	0	0	0	0	0	0	1	0
092.041759800	+24.464252300	573-024824	092.0417598	+24.4642523	140	15.858	5	0			14.665	14.315	16.805	16.129	15.789		0	0	0	0	0	0	0	0	0
092.043510000	+24.406598900	573-024827	092.0435100	+24.4065989	65	15.034	0	0	-0.1	-1.0	13.782	13.254	16.212	15.372	15.010		0	0	0	0	0	0	0	1	0
092.045643900	+24.450733100	573-024831	092.0456439	+24.4507331	89	15.503	0	0	-7.0	-5.8	14.533	14.237					0	0	0	0	0	0	0	1	0
092.049241200	+24.451968100	573-024833	092.0492412	+24.4519681	80	14.842	0	0	11.7	3.7	13.639	13.211					0	0	0	0	0	0	0	1	0
092.049985300	+24.486238100	573-024835	092.0499853	+24.4862381	51	14.694	0	0	-0.4	-8.0	13.872	13.599	15.444	14.885			0	0	0	0	0	0	0	1	0
092.050203900	+24.465276200	573-024837	092.0502039	+24.4652762	204	16.252	0	0	-1.5	-6.8	14.470	13.718					0	0	0	0	0	0	0	1	0
092.054586200	+24.466867500	573-024841	092.0545862	+24.4668675	35	13.571	0	0	-0.5	-4.4	12.776	12.620	14.012	13.611	13.555	13.965	0	0	0	0	1	0	0	1	0
092.059424500	+24.487078400	573-024846	092.0594245	+24.4870784	76	15.234	0	0	-5.2	-5.0	13.377	12.602	17.075	15.269			0	0	0	0	0	0	0	1	0
092.059467400	+24.459937500	573-024847	092.0594674	+24.4599375	34	13.681	0	0	5.9	-1.0	12.667	12.371	14.574	13.923	13.761	13.959	0	0	0	0	1	0	0	1	0
092.060938900	+24.489328900	573-024850	092.0609389	+24.4893289	72	15.417	0	0	7.3	9.3	13.687	12.905	17.075	15.269			0	0	0	0	0	0	0	1	0
092.062819500	+24.482011400	573-024851	092.0628195	+24.4820114	196	15.984	5	0			14.344	14.075					0	0	0	0	0	0	0	0	0
092.063293300	+24.446739500	573-024852	092.0632933	+24.4467395	280	15.163	0	0	-3.3	-4.6	15.028	14.922	16.187	15.955	15.882		0	0	0	0	0	0	0	1	0
092.063427400	+24.467979200	573-024853	092.0634274	+24.4679792	395	16.519	0	0	6.4	3.7	14.775	13.980					0	0	0	0	0	0	0	1	0
092.064213000	+24.424142000	573-024854	092.0642130	+24.4241420	91	14.798	0	0	0.2	-2.6	13.478	12.979	15.962	15.140	14.883	14.568	0	0	0	0	0	0	0	1	0
092.065490900	+24.482270300	573-024855	092.0654909	+24.4822703	66	12.173	0	0	1.9	-6.1	9.756	8.759	14.229	12.644	12.057	11.826	0	0	0	0	1	0	0	1	0
092.071009800	+24.450545000	573-024861	092.0710098	+24.4505450	179	15.077	0	0	-2.6	2.4	14.032	13.517					0	0	0	0	0	0	0	1	0
092.071320000	+24.426535300	573-024862	092.0713200	+24.4265353	188	15.585	0	0	0.8	-1.0	14.213	13.770	16.625	15.906	15.666		0	0	0	0	0	0	0	1	0
092.073133000	+24.486361700	573-024864	092.0731330	+24.4863617	32	11.096	0	0	0.4	-2.1	10.634	10.601	11.230	11.038	11.092	11.523	3	1	0	5	7	0	0	7	0
092.075047400	+24.454520000	573-024865	092.0750474	+24.4545200	93	14.566	0	0	-9.6	2.9	14.797	14.481					0	0	0	0	0	0	0	1	0
092.076236200	+24.417453900	573-024866	092.0762362	+24.4174539	94	14.892	0	0	0.1	-1.7	14.364	14.125	15.577	15.214	15.176		0	0	0	0	0	0	0	1	0
092.076275600	+24.442214800	573-024867	092.0762756	+24.4422148	149	15.527	0	0	6.7	6.0	14.899	14.673	16.573	15.967	15.910		0	0	0	0	0	0	0	1	0
092.077377400	+24.503035300	573-024868	092.0773774	+24.5030353	97	15.122	0	0	-0.9	-2.5	13.891	13.434	16.750	15.887	15.417	15.049	0	0	0	0	0	0	0	1	0
092.078026800	+24.479810300	573-024869	092.0780268	+24.4798103	93	15.052	0	0	2.1	10.7	14.443	14.302					0	0	0	0	0	0	0	1	0
092.079259800	+24.476757500	573-024871	092.0792598	+24.4767575	63	14.321	0	0	2.5	-4.7	13.177	12.741					0	0	0	0	1	0	0	1	0
092.082724500	+24.418137000	573-024873	092.0827245	+24.4181370	80	15.070	0	0	0.6	-5.0	14.264	13.648					0	0	0	0	0	0	0	1	0
092.084811800	+24.465043700	573-024875	092.0848118	+24.4650437	31	12.382	0	0	-3.0	-3.8	11.499	11.222	13.324	12.534	12.318		0	1	0	1	1	0	0	0	0
092.086729200	+24.455105600	573-024878	092.0867292	+24.4551056	42	14.588	0	0	-4.8	-7.0	13.331	12.936	15.748	14.917	14.590	14.713	0	0	0	0	1	0	0	0	0
092.086899200	+24.471774200	573-024879	092.0868992	+24.4717742	177	16.062	5	0			14.643	14.120					0	0	0	0	0	0	0	0	0
092.087485600	+24.462743100	573-024880	092.0874856	+24.4627431	40	13.866	0	0	3.0	-4.4	12.813	12.400					0	0	0	0	1	0	0	0	0
092.087878300	+24.507368100	573-024881	092.0878783	+24.5073681	195	14.949	0	0	-4.3	-7.1	14.684	14.260					0	0	0	0	0	0	0	1	0
092.089432700	+24.476321700	573-024882	092.0894327	+24.4763217	182	15.561	5	0			13.913	13.429					0	0	0	0	0	0	0	0	0
092.090500000	+24.467250300	573-024884	092.0905000	+24.4672503	21	11.470	0	0	1.3	-3.5	11.000	10.926	11.678	11.433	11.490	11.914	3	3	0	5	1	0	0	0	0
092.092350600	+24.414235000	573-024885	092.0923506	+24.4142350	37	14.359	0	0	-3.5	-12.1	13.424	13.106	15.170	14.616	14.454	14.475	0	0	0	0	1	0	0	1	0
092.092722400	+24.453877500	573-024886	092.0927224	+24.4538775	19	11.213	0	0	2.0	-3.4	10.721	10.675	11.355	11.140	11.193	11.618	3	1	0	1	1	0	0	1	0
092.094294200	+24.492642500	573-024887	092.0942942	+24.4926425	89	15.369	0	0	-1.8	4.1	13.975	13.546					0	0	0	0	0	0	0	1	0
092.094415900	+24.442580900	573-024888	092.0944159	+24.4425809	108	15.109	5	0			13.010	12.115	17.656	16.007		14.829	0	0	0	0	0	0	0	0	0
092.098750300	+24.490821700	573-024891	092.0987503	+24.4908217	54	12.784	0	0	-1.5	-2.9	11.971	11.779	13.327	12.851	12.796	13.068	0	1	0	1	1	0	0	1	0
092.099114500	+24.404401400	573-024892	092.0991145	+24.4044014	30	14.001	0	0	2.2	-5.7	13.052	12.753	14.711	14.168	14.075		0	0	0	0	1	0	0	1	0
092.099247400	+24.400525900	573-024893	092.0992474	+24.4005259	322	16.513	5	0			15.599	14.930					0	0	0	0	0	0	0	0	0
092.101358000	+24.431220900	573-024894	092.1013580	+24.4312209	103	13.711	0	0	12.5	9.0	13.213	12.788	15.568	14.632	14.392	14.705	0	0	0	0	0	0	0	1	0
092.101484500	+24.460670000	573-024895	092.1014845	+24.4606700	42	13.760	0	0	3.6	-13.4	12.603	12.113	14.990	14.091	13.828	13.996	0	0	0	0	1	0	0	1	0
092.103131800	+24.486831700	573-024897	092.1031318	+24.4868317	116	15.761	0	0	6.5	-4.4	14.731	14.654					0	0	0	0	0	0	0	1	0
092.103308300	+24.468194500	573-024899	092.1033083	+24.4681945	32	13.061	0	0	-0.3	0.3	11.915	11.574	13.951	13.238	13.049	13.216	0	0	0	0	1	0	0	1	0
092.105274800	+24.408835600	573-024900	092.1052748	+24.4088356	31	13.669	0	0	-2.2	-3.2	12.610	12.253	14.479	13.805	13.648	13.907	0	0	0	0	1	0	0	0	0
092.106252400	+24.509217500	573-024902	092.1062524	+24.5092175	113	15.860	0	0	-5.4	0.1	13.913	13.326	17.188	16.126	15.689	15.228	0	0	0	0	0	0	0	1	0
092.107621200	+24.497297000	573-024903	092.1076212	+24.4972970	26	13.699	0	0	4.4	-2.1	12.528	12.204	14.666	13.908	13.710	13.838	0	0	0	0	1	0	0	1	0
092.108104800	+24.516817500	573-024904	092.1081048	+24.5168175	82	15.654	0	0	2.7	-0.4	13.921	13.370	16.866	15.969	15.558	15.057	0	0	0	0	0	0	0	1	0
092.108684800	+24.401151400	573-024905	092.1086848	+24.4011514	51	12.074	0	0	-1.0	-5.0	11.491	11.386	12.343	12.043	12.065	12.645	3	1	0	1	1	0	0	0	0
092.109712100	+24.459905600	573-024906	092.1097121	+24.4599056	135	14.191	0	0	2.1	-0.6	13.027	12.638	15.219	14.406	14.204	14.144	0	0	0	0	1	0	0	1	0
092.111560000	+24.490189200	573-024907	092.1115600	+24.4901892	126	16.215	0	0	0.6	-14.3	14.441	13.828					0	0	0	0	0	0	0	1	0
092.112427400	+24.432582800	573-024908	092.1124274	+24.4325828	27	13.307	0	0	2.8	-0.4	12.352	12.060	14.090	13.480	13.326	13.716	0	0	0	0	1	0	0	1	0
092.112832700	+24.444026400	573-024909	092.1128327	+24.4440264	163	15.689	9	0	20.4	-83.6	14.844	14.440					0	0	0	0	0	0	0	1	0
092.113758600	+24.491752800	573-024911	092.1137586	+24.4917528	48	14.880	0	0	0.5	14.9	13.493	13.059	16.081	15.033	14.696	14.398	0	0	0	0	0	0	0	1	0
092.116033300	+24.414211200	573-024913	092.1160333	+24.4142112	165	15.205	0	0	2.4	0.9	14.131	13.663	16.768	16.201	15.676		0	0	0	0	0	0	0	1	0
092.116443600	+24.484253100	573-024914	092.1164436	+24.4842531	173	15.407	0	0	2.6	-8.8	15.107	14.410					0	0	0	0	0	0	0	1	0
092.117286800	+24.457208100	573-024915	092.1172868	+24.4572081	179	15.706	5	0			14.548	13.979	17.464	16.511	16.185		0	0	0	0	0	0	0	0	0
092.118839800	+24.424556700	573-024916	092.1188398	+24.4245567	55	14.586	0	0	-3.8	-7.1	13.630	13.265	15.869	15.100	14.931		0	0	0	0	0	0	0	1	0
092.119033300	+24.400408700	573-024917	092.1190333	+24.4004087	271	16.330	0	0	-18.9	-15.4	14.343	13.567					0	0	0	0	0	0	0	1	0
092.121189200	+24.407053400	573-024918	092.1211892	+24.4070534	67	12.426	0	0	1.9	-4.1	11.622	11.451	12.867	12.452	12.408	12.929	3	1	0	1	1	0	0	1	0
092.122268300	+24.483385000	573-024919	092.1222683	+24.4833850	40	14.121	0	0	2.1	-5.5	12.894	12.474	15.227	14.403	14.169	14.162	0	0	0	0	1	0	0	1	0
